0.008774,0.013473,3043,200,41,http://localhost:8080/config
0.006853,0.007827,5238,200,41,http://localhost:8080/config
0.006651,0.007495,5470,200,41,http://localhost:8080/config
0.006443,0.007242,5661,200,41,http://localhost:8080/config
0.006930,0.007725,5307,200,41,http://localhost:8080/config
0.006562,0.007375,5559,200,41,http://localhost:8080/config
0.006928,0.007684,5335,200,41,http://localhost:8080/config
0.006952,0.007914,5180,200,41,http://localhost:8080/config
0.007146,0.008069,5081,200,41,http://localhost:8080/config
0.007626,0.008530,4806,200,41,http://localhost:8080/config
0.007515,0.008404,4878,200,41,http://localhost:8080/config
0.007877,0.008799,4659,200,41,http://localhost:8080/config
0.007401,0.008266,4960,200,41,http://localhost:8080/config
0.007601,0.008605,4764,200,41,http://localhost:8080/config
0.007844,0.008654,4737,200,41,http://localhost:8080/config
0.007853,0.008713,4705,200,41,http://localhost:8080/config
0.008329,0.009258,4428,200,41,http://localhost:8080/config
0.007743,0.008640,4745,200,41,http://localhost:8080/config
0.007832,0.008748,4686,200,41,http://localhost:8080/config
0.007603,0.008491,4828,200,41,http://localhost:8080/config
0.007765,0.008681,4722,200,41,http://localhost:8080/config
0.007921,0.008832,4642,200,41,http://localhost:8080/config
0.007708,0.008640,4745,200,41,http://localhost:8080/config
0.008184,0.009057,4526,200,41,http://localhost:8080/config
0.007577,0.008460,4846,200,41,http://localhost:8080/config
0.007603,0.008496,4825,200,41,http://localhost:8080/config
0.007589,0.008499,4824,200,41,http://localhost:8080/config
0.007804,0.008756,4682,200,41,http://localhost:8080/config
0.007641,0.008498,4824,200,41,http://localhost:8080/config
0.009316,0.010318,3973,200,41,http://localhost:8080/config
0.007763,0.008634,4748,200,41,http://localhost:8080/config
0.008349,0.009343,4388,200,41,http://localhost:8080/config
0.008154,0.009394,4364,200,41,http://localhost:8080/config
0.008214,0.009109,4501,200,41,http://localhost:8080/config
0.008252,0.009236,4439,200,41,http://localhost:8080/config
0.008434,0.009462,4333,200,41,http://localhost:8080/config
0.007818,0.008739,4691,200,41,http://localhost:8080/config
0.008377,0.009301,4408,200,41,http://localhost:8080/config
0.008451,0.009272,4421,200,41,http://localhost:8080/config
0.008305,0.009184,4464,200,41,http://localhost:8080/config
0.008511,0.009450,4338,200,41,http://localhost:8080/config
0.008484,0.009349,4385,200,41,http://localhost:8080/config
0.008534,0.009440,4343,200,41,http://localhost:8080/config
0.008923,0.009821,4174,200,41,http://localhost:8080/config
0.008493,0.009430,4347,200,41,http://localhost:8080/config
0.008429,0.009351,4384,200,41,http://localhost:8080/config
0.008916,0.009848,4163,200,41,http://localhost:8080/config
0.008041,0.009023,4543,200,41,http://localhost:8080/config
0.007937,0.008838,4639,200,41,http://localhost:8080/config
0.008100,0.008976,4567,200,41,http://localhost:8080/config
0.007910,0.008828,4644,200,41,http://localhost:8080/config
0.007849,0.008731,4695,200,41,http://localhost:8080/config
0.007700,0.008621,4755,200,41,http://localhost:8080/config
0.007986,0.008861,4627,200,41,http://localhost:8080/config
0.007973,0.008800,4659,200,41,http://localhost:8080/config
0.007725,0.008641,4744,200,41,http://localhost:8080/config
0.007853,0.008770,4675,200,41,http://localhost:8080/config
0.007576,0.008664,4732,200,41,http://localhost:8080/config
0.008263,0.009862,4157,200,41,http://localhost:8080/config
0.007510,0.008569,4784,200,41,http://localhost:8080/config
0.007960,0.008895,4609,200,41,http://localhost:8080/config
0.007951,0.009130,4490,200,41,http://localhost:8080/config
0.007834,0.008714,4705,200,41,http://localhost:8080/config
0.008102,0.009056,4527,200,41,http://localhost:8080/config
0.008154,0.009253,4430,200,41,http://localhost:8080/config
0.007940,0.008841,4637,200,41,http://localhost:8080/config
0.008067,0.008985,4563,200,41,http://localhost:8080/config
0.008302,0.009127,4492,200,41,http://localhost:8080/config
0.007884,0.008940,4586,200,41,http://localhost:8080/config
0.007569,0.008727,4698,200,41,http://localhost:8080/config
0.007743,0.008857,4629,200,41,http://localhost:8080/config
0.008121,0.009343,4388,200,41,http://localhost:8080/config
0.007719,0.008874,4620,200,41,http://localhost:8080/config
0.008269,0.009292,4412,200,41,http://localhost:8080/config
0.008488,0.009605,4268,200,41,http://localhost:8080/config
0.008210,0.009077,4516,200,41,http://localhost:8080/config
0.008560,0.009453,4337,200,41,http://localhost:8080/config
0.008909,0.009750,4205,200,41,http://localhost:8080/config
0.008701,0.009556,4290,200,41,http://localhost:8080/config
0.008387,0.009309,4404,200,41,http://localhost:8080/config
0.008287,0.009167,4472,200,41,http://localhost:8080/config
0.008347,0.009287,4414,200,41,http://localhost:8080/config
0.008146,0.009073,4518,200,41,http://localhost:8080/config
0.008292,0.009194,4459,200,41,http://localhost:8080/config
0.008329,0.009193,4459,200,41,http://localhost:8080/config
0.008334,0.009223,4445,200,41,http://localhost:8080/config
0.008295,0.009137,4487,200,41,http://localhost:8080/config
0.008895,0.009847,4163,200,41,http://localhost:8080/config
0.009537,0.010464,3918,200,41,http://localhost:8080/config
0.007760,0.008678,4724,200,41,http://localhost:8080/config
0.008313,0.009217,4448,200,41,http://localhost:8080/config
0.007924,0.008829,4643,200,41,http://localhost:8080/config
0.008210,0.009135,4488,200,41,http://localhost:8080/config
0.008078,0.008976,4567,200,41,http://localhost:8080/config
0.007873,0.008801,4658,200,41,http://localhost:8080/config
0.007512,0.008391,4886,200,41,http://localhost:8080/config
0.007818,0.008699,4713,200,41,http://localhost:8080/config
0.007708,0.008573,4782,200,41,http://localhost:8080/config
0.007504,0.008343,4914,200,41,http://localhost:8080/config
0.007851,0.008710,4707,200,41,http://localhost:8080/config
0.007848,0.008746,4687,200,41,http://localhost:8080/config
0.007498,0.008360,4904,200,41,http://localhost:8080/config
0.007998,0.008868,4623,200,41,http://localhost:8080/config
0.008649,0.009590,4275,200,41,http://localhost:8080/config
0.007750,0.008665,4731,200,41,http://localhost:8080/config
0.007647,0.008568,4785,200,41,http://localhost:8080/config
0.007807,0.008690,4718,200,41,http://localhost:8080/config
0.007687,0.008588,4774,200,41,http://localhost:8080/config
0.007836,0.008702,4711,200,41,http://localhost:8080/config
0.007739,0.008623,4754,200,41,http://localhost:8080/config
0.007630,0.008470,4840,200,41,http://localhost:8080/config
0.007522,0.008414,4872,200,41,http://localhost:8080/config
0.008078,0.008986,4562,200,41,http://localhost:8080/config
0.007712,0.008563,4788,200,41,http://localhost:8080/config
0.007544,0.008458,4847,200,41,http://localhost:8080/config
0.007676,0.008531,4806,200,41,http://localhost:8080/config
0.007493,0.008404,4878,200,41,http://localhost:8080/config
0.007595,0.008494,4826,200,41,http://localhost:8080/config
0.009016,0.009880,4149,200,41,http://localhost:8080/config
0.007947,0.008870,4622,200,41,http://localhost:8080/config
0.008166,0.009152,4479,200,41,http://localhost:8080/config
0.007810,0.008694,4715,200,41,http://localhost:8080/config
0.008384,0.009482,4323,200,41,http://localhost:8080/config
0.008173,0.009184,4464,200,41,http://localhost:8080/config
0.008179,0.009153,4479,200,41,http://localhost:8080/config
0.008069,0.009276,4420,200,41,http://localhost:8080/config
0.008077,0.009057,4526,200,41,http://localhost:8080/config
0.007659,0.008747,4687,200,41,http://localhost:8080/config
0.007960,0.009169,4471,200,41,http://localhost:8080/config
0.007887,0.008923,4594,200,41,http://localhost:8080/config
0.007937,0.008944,4584,200,41,http://localhost:8080/config
0.007865,0.008925,4593,200,41,http://localhost:8080/config
0.007928,0.008916,4598,200,41,http://localhost:8080/config
0.008020,0.008982,4564,200,41,http://localhost:8080/config
0.008475,0.009530,4302,200,41,http://localhost:8080/config
0.007833,0.008728,4697,200,41,http://localhost:8080/config
0.007197,0.008149,5031,200,41,http://localhost:8080/config
0.006820,0.007657,5354,200,41,http://localhost:8080/config
0.007325,0.008163,5022,200,41,http://localhost:8080/config
0.007584,0.008426,4865,200,41,http://localhost:8080/config
0.007493,0.008398,4882,200,41,http://localhost:8080/config
0.007619,0.008490,4829,200,41,http://localhost:8080/config
0.007810,0.008631,4750,200,41,http://localhost:8080/config
0.007426,0.008275,4954,200,41,http://localhost:8080/config
0.007610,0.008433,4861,200,41,http://localhost:8080/config
0.007593,0.008590,4772,200,41,http://localhost:8080/config
0.007970,0.008964,4573,200,41,http://localhost:8080/config
0.007875,0.008746,4687,200,41,http://localhost:8080/config
0.008838,0.009876,4151,200,41,http://localhost:8080/config
0.007861,0.008792,4663,200,41,http://localhost:8080/config
0.008133,0.009079,4515,200,41,http://localhost:8080/config
0.007712,0.008632,4749,200,41,http://localhost:8080/config
0.007948,0.009001,4555,200,41,http://localhost:8080/config
0.007880,0.008826,4645,200,41,http://localhost:8080/config
0.007949,0.008897,4608,200,41,http://localhost:8080/config
0.007988,0.008969,4571,200,41,http://localhost:8080/config
0.007531,0.008511,4817,200,41,http://localhost:8080/config
0.007624,0.008552,4794,200,41,http://localhost:8080/config
0.007811,0.008579,4779,200,41,http://localhost:8080/config
0.007851,0.008734,4694,200,41,http://localhost:8080/config
0.007630,0.008585,4775,200,41,http://localhost:8080/config
0.007889,0.008744,4688,200,41,http://localhost:8080/config
0.007846,0.008680,4723,200,41,http://localhost:8080/config
0.008016,0.008977,4567,200,41,http://localhost:8080/config
0.007358,0.008339,4916,200,41,http://localhost:8080/config
0.007930,0.008809,4654,200,41,http://localhost:8080/config
0.007744,0.008721,4701,200,41,http://localhost:8080/config
0.007998,0.008883,4615,200,41,http://localhost:8080/config
0.007810,0.008800,4659,200,41,http://localhost:8080/config
0.008078,0.009046,4532,200,41,http://localhost:8080/config
0.007749,0.008646,4742,200,41,http://localhost:8080/config
0.007800,0.008825,4645,200,41,http://localhost:8080/config
0.007949,0.009005,4553,200,41,http://localhost:8080/config
0.007732,0.008646,4742,200,41,http://localhost:8080/config
0.007816,0.008960,4575,200,41,http://localhost:8080/config
0.007964,0.008967,4572,200,41,http://localhost:8080/config
0.007369,0.008275,4954,200,41,http://localhost:8080/config
0.007890,0.008883,4615,200,41,http://localhost:8080/config
0.009202,0.010390,3946,200,41,http://localhost:8080/config
0.007420,0.008528,4807,200,41,http://localhost:8080/config
0.008119,0.009352,4384,200,41,http://localhost:8080/config
0.008070,0.009033,4538,200,41,http://localhost:8080/config
0.007700,0.008721,4701,200,41,http://localhost:8080/config
0.007738,0.008771,4674,200,41,http://localhost:8080/config
0.007746,0.008897,4608,200,41,http://localhost:8080/config
0.007839,0.008824,4646,200,41,http://localhost:8080/config
0.007459,0.008434,4861,200,41,http://localhost:8080/config
0.007741,0.008733,4694,200,41,http://localhost:8080/config
0.007588,0.008596,4769,200,41,http://localhost:8080/config
0.007411,0.008413,4873,200,41,http://localhost:8080/config
0.007547,0.008367,4900,200,41,http://localhost:8080/config
0.007512,0.008365,4901,200,41,http://localhost:8080/config
0.007487,0.008311,4933,200,41,http://localhost:8080/config
0.007576,0.008437,4859,200,41,http://localhost:8080/config
0.007458,0.008326,4924,200,41,http://localhost:8080/config
0.007603,0.008500,4823,200,41,http://localhost:8080/config
0.007797,0.008660,4734,200,41,http://localhost:8080/config
0.007317,0.008242,4974,200,41,http://localhost:8080/config
0.007650,0.008527,4808,200,41,http://localhost:8080/config
0.007668,0.008733,4694,200,41,http://localhost:8080/config
0.008246,0.009169,4471,200,41,http://localhost:8080/config
0.007603,0.008459,4846,200,41,http://localhost:8080/config
0.007427,0.008308,4935,200,41,http://localhost:8080/config
0.007616,0.008519,4812,200,41,http://localhost:8080/config
0.007586,0.008414,4872,200,41,http://localhost:8080/config
0.007754,0.008565,4786,200,41,http://localhost:8080/config
0.007463,0.008253,4967,200,41,http://localhost:8080/config
0.007556,0.008434,4861,200,41,http://localhost:8080/config
0.007786,0.008695,4715,200,41,http://localhost:8080/config
0.008051,0.008912,4600,200,41,http://localhost:8080/config
0.008127,0.008977,4567,200,41,http://localhost:8080/config
0.007833,0.008701,4712,200,41,http://localhost:8080/config
0.008470,0.009380,4371,200,41,http://localhost:8080/config
0.008184,0.009074,4518,200,41,http://localhost:8080/config
0.007728,0.008527,4808,200,41,http://localhost:8080/config
0.007640,0.008488,4830,200,41,http://localhost:8080/config
0.007371,0.008198,5001,200,41,http://localhost:8080/config
0.007454,0.008337,4917,200,41,http://localhost:8080/config
0.007284,0.008161,5023,200,41,http://localhost:8080/config
0.007445,0.008338,4917,200,41,http://localhost:8080/config
0.007739,0.008605,4764,200,41,http://localhost:8080/config
0.007631,0.008517,4813,200,41,http://localhost:8080/config
0.007850,0.008651,4739,200,41,http://localhost:8080/config
0.008050,0.008944,4584,200,41,http://localhost:8080/config
0.007867,0.008773,4673,200,41,http://localhost:8080/config
0.008106,0.009053,4528,200,41,http://localhost:8080/config
0.008037,0.008964,4573,200,41,http://localhost:8080/config
0.008177,0.009037,4536,200,41,http://localhost:8080/config
0.007971,0.008897,4608,200,41,http://localhost:8080/config
0.008021,0.008929,4591,200,41,http://localhost:8080/config
0.007774,0.008606,4764,200,41,http://localhost:8080/config
0.007916,0.008797,4660,200,41,http://localhost:8080/config
0.007886,0.008799,4659,200,41,http://localhost:8080/config
0.007701,0.008598,4768,200,41,http://localhost:8080/config
0.008050,0.008923,4594,200,41,http://localhost:8080/config
0.008058,0.008941,4585,200,41,http://localhost:8080/config
0.008128,0.009001,4555,200,41,http://localhost:8080/config
0.007648,0.008491,4828,200,41,http://localhost:8080/config
0.007746,0.008667,4730,200,41,http://localhost:8080/config
0.008176,0.009290,4413,200,41,http://localhost:8080/config
0.008342,0.009230,4442,200,41,http://localhost:8080/config
0.008707,0.009627,4258,200,41,http://localhost:8080/config
0.008661,0.009553,4291,200,41,http://localhost:8080/config
0.008039,0.008913,4600,200,41,http://localhost:8080/config
0.008006,0.008904,4604,200,41,http://localhost:8080/config
0.008761,0.009609,4266,200,41,http://localhost:8080/config
0.010080,0.011056,3708,200,41,http://localhost:8080/config
0.008593,0.045225,906,200,41,http://localhost:8080/config
0.012893,0.015132,2709,200,41,http://localhost:8080/config
0.008757,0.009678,4236,200,41,http://localhost:8080/config
0.009351,0.010394,3944,200,41,http://localhost:8080/config
0.011592,0.013400,3059,200,41,http://localhost:8080/config
0.009613,0.010600,3867,200,41,http://localhost:8080/config
0.008876,0.009823,4173,200,41,http://localhost:8080/config
0.008921,0.009869,4154,200,41,http://localhost:8080/config
0.008570,0.009609,4266,200,41,http://localhost:8080/config
0.008960,0.010014,4094,200,41,http://localhost:8080/config
0.008526,0.009486,4322,200,41,http://localhost:8080/config
0.009534,0.010516,3898,200,41,http://localhost:8080/config
0.008562,0.009478,4325,200,41,http://localhost:8080/config
0.009255,0.010245,4001,200,41,http://localhost:8080/config
0.008311,0.009229,4442,200,41,http://localhost:8080/config
0.008719,0.009639,4253,200,41,http://localhost:8080/config
0.008442,0.009354,4383,200,41,http://localhost:8080/config
0.008417,0.009516,4308,200,41,http://localhost:8080/config
0.009323,0.010568,3879,200,41,http://localhost:8080/config
0.008769,0.009867,4155,200,41,http://localhost:8080/config
0.009992,0.010957,3741,200,41,http://localhost:8080/config
0.008740,0.009678,4236,200,41,http://localhost:8080/config
0.008990,0.009982,4107,200,41,http://localhost:8080/config
0.008352,0.009195,4458,200,41,http://localhost:8080/config
0.008558,0.009540,4297,200,41,http://localhost:8080/config
0.007820,0.008841,4637,200,41,http://localhost:8080/config
0.008369,0.009489,4320,200,41,http://localhost:8080/config
0.009276,0.010422,3933,200,41,http://localhost:8080/config
0.009331,0.010309,3977,200,41,http://localhost:8080/config
0.009864,0.010851,3778,200,41,http://localhost:8080/config
0.008818,0.009723,4216,200,41,http://localhost:8080/config
0.010061,0.011021,3720,200,41,http://localhost:8080/config
0.008542,0.009585,4277,200,41,http://localhost:8080/config
0.008630,0.009651,4248,200,41,http://localhost:8080/config
0.008862,0.010035,4085,200,41,http://localhost:8080/config
0.008758,0.009700,4226,200,41,http://localhost:8080/config
0.009575,0.010634,3855,200,41,http://localhost:8080/config
0.008662,0.009552,4292,200,41,http://localhost:8080/config
0.009453,0.010539,3890,200,41,http://localhost:8080/config
0.008541,0.009403,4360,200,41,http://localhost:8080/config
0.009088,0.010045,4081,200,41,http://localhost:8080/config
0.008546,0.009496,4317,200,41,http://localhost:8080/config
0.009177,0.010206,4017,200,41,http://localhost:8080/config
0.009784,0.010981,3733,200,41,http://localhost:8080/config
0.008726,0.009723,4216,200,41,http://localhost:8080/config
0.010575,0.011689,3507,200,41,http://localhost:8080/config
0.008963,0.009920,4133,200,41,http://localhost:8080/config
0.008614,0.009505,4313,200,41,http://localhost:8080/config
0.008494,0.009427,4349,200,41,http://localhost:8080/config
0.008513,0.009610,4266,200,41,http://localhost:8080/config
0.008792,0.010493,3907,200,41,http://localhost:8080/config
0.008635,0.009812,4178,200,41,http://localhost:8080/config
0.009303,0.010320,3972,200,41,http://localhost:8080/config
0.008858,0.009771,4196,200,41,http://localhost:8080/config
0.008709,0.009700,4226,200,41,http://localhost:8080/config
0.008287,0.009121,4495,200,41,http://localhost:8080/config
0.008385,0.009379,4371,200,41,http://localhost:8080/config
